Glacial.Lake.ID,Latitude,Longitude,Altitude_m,Lake.Area..sq.km.,Ice.Cover....,Temperature_C,Precipitation..mm.year.,Slope_Angle_degrees,Nearby.Glacier..Yes.No.,Seismic.Activity..Yes.No.,Moraine.Dam.Type,Historical.GLO.Events..Yes.No.,Risk.Score
GLO402,30.599476315109023,79.44571739648711,5082,1.368559930084266,17,0.8767011526487245,864,20,Yes,Yes,Rock-Cored,No,High
GLO403,29.034263203365548,80.61179096174307,4785,2.045610466597065,30,-9.98725756488828,937,46,Yes,No,Ice-Cored,Yes,Low
GLO404,31.914304630426624,78.84741726074881,4922,4.975167187347433,25,2.904044522311917,1343,37,No,Yes,Rock-Cored,No,Low
GLO405,29.07027197154344,78.9844411167155,4812,2.7614812645804525,26,3.412525617708951,1468,48,Yes,No,Ice-Cored,No,Low
GLO406,31.621696878641423,78.81598161438606,4940,1.7482142270532908,32,-5.416988210039805,1394,33,Yes,Yes,Ice-Cored,No,Low
GLO407,29.98470084429908,80.92188758002034,4799,4.695211800823674,34,-5.852260432257828,1012,49,Yes,Yes,Ice-Cored,Yes,High
GLO408,29.21896514209884,80.26499265394479,4888,2.0807800796382665,26,-2.890682912083232,875,38,Yes,No,Ice-Cored,No,Very High
GLO409,31.74469718537856,80.48934586597183,5013,3.777216854371312,36,2.114241163493448,1486,37,No,Yes,Rock-Cored,No,Low
GLO410,29.02361312321672,79.2384118483269,4959,3.3928910724220867,42,-2.9722835660152684,1228,43,No,Yes,Rock-Cored,Yes,High
GLO411,31.041243634360736,79.4536460989004,5184,3.868102009474286,29,2.078436674192128,1249,20,No,Yes,Ice-Cored,No,Very High
GLO412,29.52998887027018,80.5127293276644,5143,3.4137074157576706,20,-6.70609548885625,829,43,Yes,No,Rock-Cored,Yes,High
GLO413,30.047910447346336,80.66435756905396,5078,2.090356613629324,29,-0.1666763277688776,1078,46,No,No,Ice-Cored,Yes,High
GLO414,31.305990436455048,79.94235831968685,4830,2.4832186486365377,16,-8.671542399256005,873,22,Yes,No,Ice-Cored,Yes,Low
GLO415,31.34362441421328,79.9555353597949,4855,3.0935820818319666,30,-8.826491572907603,1198,29,Yes,Yes,Ice-Cored,No,High
GLO416,31.99431654126613,79.29580582114119,5030,0.7840597304198842,25,-8.949483080750646,911,39,Yes,No,Rock-Cored,Yes,High
GLO417,30.44119621164856,78.25167200916133,4735,1.443407118111942,41,-0.9220293576268972,1507,48,No,Yes,Ice-Cored,Yes,Low
GLO418,29.4736448093834,79.09109865135105,5107,1.1228541191869872,40,-6.335675474688673,1046,28,Yes,Yes,Ice-Cored,No,High
GLO419,30.13965118135392,78.41462382774291,4824,3.585047208083562,34,-8.938704668636994,816,38,Yes,No,Rock-Cored,Yes,Very High
GLO420,31.765199364624287,79.4419708353321,4948,1.3945819138796245,26,0.7080384003753686,1054,48,No,No,Rock-Cored,Yes,Very High
GLO421,30.976385196165108,80.23806962345296,4981,0.8215982757754364,34,1.547826346889357,1551,45,Yes,No,Rock-Cored,No,Very High
GLO422,29.286686590378604,78.60363456850818,4803,3.939546710216706,22,-8.148625927466558,1083,21,No,No,Ice-Cored,No,Very High
GLO423,29.00331921313672,79.85942602491262,5192,1.9742366471164463,36,-3.3263951939124654,906,28,Yes,No,Ice-Cored,No,Low
GLO424,30.366683428553102,79.52644833182504,4807,3.861046052313072,13,-1.63372995414149,1036,28,Yes,Yes,Rock-Cored,Yes,Very High
GLO425,29.638569327012835,79.85403158833347,5143,3.8615986213756415,43,-1.994383371120284,1384,46,No,No,Ice-Cored,No,High
GLO426,31.84723674349849,80.32729899088336,4960,1.4357763890875672,48,-3.98055082987549,814,27,No,No,Rock-Cored,No,Medium
GLO427,30.420142113900123,78.55606286177914,4701,2.3247532387644854,13,4.348487170769435,1507,49,Yes,Yes,Rock-Cored,No,Low
GLO428,30.581823294785377,79.8610899916218,5183,0.8741140516288922,33,-1.66834464312403,1326,45,No,No,Ice-Cored,No,High
GLO429,30.77593123550464,79.82869041574104,4907,3.77021027497552,23,-9.339278873710995,1332,21,Yes,Yes,Ice-Cored,Yes,Medium
GLO430,30.40546279960121,79.01877726989575,5050,4.486498385032109,10,4.829400383447952,834,22,Yes,No,Rock-Cored,No,High
GLO431,29.24147193259413,80.36765669784644,4946,4.8472492761198085,40,4.885668111845298,940,35,Yes,No,Ice-Cored,Yes,High
GLO432,30.3865665172662,80.16159068841891,4724,4.590210977520629,17,-4.4502401437313734,1547,37,Yes,No,Ice-Cored,Yes,Very High
GLO433,30.138134121013955,80.66668579351219,5120,2.705821221834986,27,-3.0869749689841903,1310,36,No,Yes,Rock-Cored,No,Very High
GLO434,31.56921504570927,80.73205599543442,4838,3.284699040123558,22,0.0372204413814714,1013,45,No,Yes,Rock-Cored,No,Low
GLO435,29.230013192360595,79.26815228332174,4880,0.5107883247103133,19,-9.97031040851555,1195,48,Yes,No,Rock-Cored,No,Medium
GLO436,29.08609464910816,80.86750175927037,5107,0.7665144152480641,35,-0.7737860834161694,964,38,No,No,Ice-Cored,No,Low
GLO437,31.51568084977401,79.05754717818446,5037,1.633837189821698,21,-6.534462695646234,1049,41,Yes,No,Rock-Cored,Yes,Low
GLO438,31.822730481836256,79.73441776487986,5169,4.567845018613426,38,-0.2498980442756,1026,46,No,Yes,Rock-Cored,Yes,Low
GLO439,31.37618694731321,78.23927481836756,5062,3.8535162289922398,36,-9.086856537706153,1474,40,No,Yes,Rock-Cored,No,Medium
GLO440,29.56983846924223,79.66010328706268,4916,3.0741418880213485,28,-8.904552280601525,1405,31,Yes,Yes,Ice-Cored,No,Medium
GLO441,30.42628139252709,79.44087588825165,4777,2.070855235086644,17,-3.38754347603198,1139,20,No,No,Ice-Cored,No,Low
GLO442,30.44692999468757,80.4587874453422,5026,1.237319079370683,42,-6.7954628834636885,1005,42,Yes,Yes,Ice-Cored,Yes,High
GLO443,30.219721513153655,80.60982167857709,5072,4.7768105625479524,25,4.0464636767906,856,49,Yes,No,Ice-Cored,Yes,Low
GLO444,30.31673091156064,79.12606570405372,5053,3.682906203094675,23,2.630554873559232,803,30,No,No,Rock-Cored,No,High
GLO445,29.679700698535274,79.075312137807785,5061,1.6202874324191137,17,-2.4722840828854125,1434,25,No,No,Rock-Cored,Yes,Medium
GLO446,31.767649545680545,79.96892358769998,4975,2.802391863461025,34,-7.059539879338461,1442,47,No,Yes,Rock-Cored,Yes,Very High
GLO447,29.96059254873875,78.99931453292555,4798,1.7882790704454483,12,3.763635168305101,1067,26,No,No,Rock-Cored,No,High
GLO448,30.016485860549288,78.7435039315013,4915,4.637138116507876,24,-4.006055989229605,1374,42,Yes,No,Ice-Cored,Yes,Very High
GLO449,31.21422296038709,78.19669181347797,4843,4.734637341803534,35,2.478952074990824,931,43,No,Yes,Ice-Cored,Yes,High
GLO450,31.327870703105518,79.51300749627164,4840,1.7927940662668178,44,1.063469290221132,1049,35,Yes,No,Ice-Cored,No,High
GLO451,30.184396801846606,80.14153135465472,4969,1.4742805395711491,36,4.6156348688908295,1574,32,Yes,Yes,Ice-Cored,Yes,Medium
GLO452,29.6992815689668,80.88205952792553,5037,0.9270472548605088,23,3.021468435672528,1213,20,Yes,No,Ice-Cored,Yes,High
GLO453,29.028552720653096,79.79600511078334,4849,2.938751615120823,22,1.77204238230326,910,48,Yes,Yes,Rock-Cored,Yes,Very High
GLO454,29.52945730482264,80.12247397986542,4753,4.809731868559073,33,-2.8613842156442937,1111,41,Yes,No,Rock-Cored,No,Very High
GLO455,30.36471159606303,80.3611644803106,4768,3.549586396302617,33,-9.053962543704989,909,20,Yes,Yes,Rock-Cored,No,High
GLO456,30.52388135096998,79.67446817561755,4709,1.36836750117828,22,-0.1913880430705248,1159,28,Yes,Yes,Ice-Cored,No,Medium
GLO457,30.209936139254385,80.91866842580173,4715,1.7773806302269346,39,-1.3526178370068216,1082,49,No,No,Ice-Cored,No,Medium
GLO458,29.66755779082317,79.18936341006145,4886,4.282481054056965,35,1.6302731625311662,1034,31,Yes,Yes,Ice-Cored,No,Very High
GLO459,30.993399377198102,80.51951355149019,4811,1.563749086973898,12,2.97563551568585,933,34,No,No,Rock-Cored,Yes,High
GLO460,31.44708800282383,79.23155493501181,5080,2.4021442238533544,49,1.663460791676778,1354,48,No,No,Ice-Cored,No,High
GLO461,29.58268112245986,80.12526983185685,4933,2.924223067300661,15,4.038703973724566,1007,43,Yes,No,Rock-Cored,Yes,Medium
GLO462,30.241645354351924,78.33301682280201,5053,3.654042828576413,15,4.330377662630324,1486,30,No,Yes,Rock-Cored,No,Very High
GLO463,31.063382639147747,80.01061862356823,4951,2.959549719076812,29,-9.395962935089546,1163,45,Yes,Yes,Ice-Cored,Yes,Very High
GLO464,29.77002905258516,79.51630214978718,5155,3.5466674471833723,43,2.197689598190632,1584,33,Yes,Yes,Rock-Cored,Yes,High
GLO465,31.492475720869493,79.11433700558575,4817,2.7035389377280006,35,-7.175275413349612,840,32,No,No,Rock-Cored,No,Low
GLO466,30.1806101468344,80.7451316553133,5179,4.440475149417649,29,-1.290627053234104,881,27,Yes,No,Rock-Cored,No,Medium
GLO467,30.435076451257217,79.39803139599994,5095,4.562494806393612,11,-4.803263708641718,1177,32,Yes,Yes,Rock-Cored,No,Very High
GLO468,30.39197280144573,80.19455033718104,5056,3.801800332432278,24,3.542296750789486,1389,33,No,Yes,Rock-Cored,No,Low
GLO469,29.58264153001454,79.13960460899499,4782,2.049508438373623,42,0.7978376228739243,889,24,No,Yes,Ice-Cored,Yes,Medium
GLO470,29.62548734294486,80.34568550598651,4886,4.570301947257088,43,-6.660624730028109,846,49,Yes,No,Ice-Cored,Yes,High
GLO471,29.83084154677099,80.82803335930159,4986,3.467420245186798,33,-3.444845633594521,1004,40,Yes,Yes,Ice-Cored,No,Medium
GLO472,31.19067641158966,79.93230974127877,4927,1.5124120146355498,41,-2.7893815453210724,947,23,No,Yes,Rock-Cored,No,High
GLO473,31.614050734189068,78.80886194173297,4977,3.237741967855236,17,-2.458008722675179,1043,38,No,No,Ice-Cored,Yes,High
GLO474,30.120443298401497,79.34892282171229,4775,4.4208959619447485,13,-6.769110834430187,878,29,No,No,Rock-Cored,No,High
GLO475,30.198433546557627,78.64814766448814,5033,1.7989589955654874,27,-5.000957367468898,1193,27,Yes,No,Rock-Cored,Yes,High
GLO476,30.28186582417396,79.68707725311575,4844,2.9287409679748286,31,-8.673751012497814,1404,39,No,No,Ice-Cored,No,Low
GLO477,29.46655509066922,78.7911119007061,4829,2.36990308059267,49,-6.354502085988191,1053,45,Yes,Yes,Rock-Cored,Yes,Very High
GLO478,31.75828771278516,79.53292430380951,4772,4.754389277971076,48,1.3650206192812586,1407,42,No,Yes,Rock-Cored,No,Low
GLO479,31.170662927197117,80.3161663689299,4801,1.9489604221122467,21,-7.385754654962375,1511,43,Yes,Yes,Rock-Cored,No,High
GLO480,31.838257863861525,80.00834697757418,4794,4.522979360390077,34,-3.523291556260145,1159,44,No,Yes,Ice-Cored,No,Low
GLO481,30.684314613218884,79.64676962316209,4830,3.287576333194992,33,-3.2030937980376164,1272,35,No,No,Ice-Cored,No,High
GLO482,29.216246187326448,78.39668256061304,5023,3.362210154861748,10,-6.922678194281481,1219,31,Yes,Yes,Ice-Cored,No,Low
GLO483,31.266478026709173,79.60702190014261,4830,1.9946067652110488,27,-5.1215124600164135,1269,22,Yes,Yes,Rock-Cored,Yes,Medium
GLO484,31.84720918296958,78.66444153891656,5121,4.245853908522905,42,4.265080888309402,1414,34,No,No,Rock-Cored,No,High
GLO485,29.21220197460085,79.94264636021958,4729,0.75107867686021,22,-9.424689835096617,852,44,No,Yes,Ice-Cored,No,Low
GLO486,30.91272802726411,80.5974401693882,4781,4.256875078167656,23,-0.3101616836958154,1583,29,Yes,No,Rock-Cored,No,Medium
GLO487,29.33918088353534,80.66553872961353,5142,0.8731209660721966,31,1.6285258210732625,1203,49,No,No,Rock-Cored,No,Very High
GLO488,31.34291206872533,80.19575633784522,4885,0.802594380520143,44,-4.296546209122551,1384,42,Yes,No,Rock-Cored,No,High
GLO489,29.509952681409946,79.06056404542102,5097,3.5815062206462067,37,-7.961359228061454,1340,23,Yes,No,Rock-Cored,Yes,Low
GLO490,29.17071151167606,80.90418011330692,5013,3.663659905128606,42,3.3021480312503773,1531,40,No,No,Ice-Cored,Yes,Low
GLO491,30.39243661846673,78.35350229634732,5155,4.915661864594842,14,4.710455035408625,951,25,No,Yes,Rock-Cored,Yes,Very High
GLO492,31.284273756373445,79.89722139210227,5050,4.4016056758163735,10,-5.533961420906043,1446,20,No,No,Rock-Cored,No,Medium
GLO493,29.21842129105072,80.7851205228402,4929,4.316716248004074,10,-2.185742592003833,1078,45,No,No,Rock-Cored,No,Medium
GLO494,29.132477560464235,78.72170613613257,4796,2.0866038229906256,41,-9.285577775234474,1174,42,Yes,Yes,Rock-Cored,Yes,Medium
GLO495,29.943475612286388,78.33522296257868,4826,4.420923882459022,29,2.329468043595749,1460,38,Yes,Yes,Ice-Cored,No,Low
GLO496,30.934096325400294,80.74154289491172,5136,4.956056754297371,40,-6.998827650942976,1377,41,No,No,Ice-Cored,No,Medium
GLO497,30.29051822321032,78.21519405829574,4713,4.518748391837072,12,-2.07497392543021,1407,22,Yes,No,Ice-Cored,No,Low
GLO498,30.20107163536837,79.94393064873601,5089,2.675327022945032,43,-5.440103354713334,1145,48,Yes,No,Rock-Cored,No,Medium
GLO499,31.10190128210587,79.41901877228612,4913,1.5898598209911587,31,0.8206326507121062,1065,27,No,Yes,Ice-Cored,No,Medium
GLO500,29.668146673702644,80.64761596138005,5119,4.749143516051993,47,-6.856754566505197,1042,31,Yes,Yes,Ice-Cored,No,Low
GLO501,30.92142129608376,80.06814449723282,5018,2.9354515940110963,17,-5.808647460424025,1497,37,No,No,Ice-Cored,No,Low
GLO502,31.664630241651835,80.75056667353978,4786,0.5213571504199217,42,-3.362261374674775,1588,46,No,Yes,Ice-Cored,No,High
GLO503,30.30938585224536,80.8479176435358,5008,4.272704034507996,43,-9.830990265792757,842,47,No,Yes,Rock-Cored,No,High
GLO504,31.346681275470942,79.92619023199875,5086,3.017304580390064,13,-1.70157477848106,1528,39,Yes,Yes,Ice-Cored,Yes,High
GLO505,31.30285673797312,80.91308508483377,4769,4.214339544265395,33,2.8983193581980125,1412,38,Yes,No,Ice-Cored,No,Medium
GLO506,29.50072989325889,80.95291874813837,5053,0.9235578128801768,11,3.987987389205827,1352,33,Yes,No,Rock-Cored,Yes,High
GLO507,29.195894296844465,78.4569035698907,5086,2.35486296505154,38,-8.108194096735224,998,41,No,Yes,Ice-Cored,Yes,Very High
GLO508,30.22962650512446,79.83286622928205,4787,2.683066900077946,30,-7.7634704194947,1232,24,No,Yes,Rock-Cored,Yes,Low
GLO509,31.32627798545916,79.00655232294548,5164,4.1798496736067055,30,0.941008477612467,1531,20,No,No,Ice-Cored,Yes,High
GLO510,30.797169828671365,78.85635434861186,4970,4.954839256858682,17,-1.331790049725404,1214,37,Yes,Yes,Ice-Cored,No,Very High
GLO511,30.171867399463064,80.85487337528214,4721,1.22767304116343,37,-2.105836213837949,1238,23,No,No,Rock-Cored,No,High
GLO512,29.923515935274683,78.11546475659452,5199,0.5051282354407265,37,-5.088047391889531,948,20,No,Yes,Rock-Cored,No,High
GLO513,31.605430817729832,79.07030293294123,4718,4.622149650964691,27,-7.924724453445409,1553,44,Yes,No,Rock-Cored,No,Very High
GLO514,30.724770083525684,78.29962633571068,5178,2.4395585352950677,21,-1.3303990710550178,1340,21,Yes,Yes,Ice-Cored,Yes,Very High
GLO515,29.300723919873693,78.46393751146012,4904,1.319071979375883,46,-6.107090419404578,1282,39,Yes,No,Rock-Cored,No,High
GLO516,29.32981734719426,80.86779994497343,4891,4.964731924653177,46,-7.776161652229885,951,41,Yes,No,Ice-Cored,Yes,Medium
GLO517,29.932727363555816,78.05732554931802,4914,2.826860675527292,39,4.812156629074858,1294,31,No,No,Ice-Cored,No,High
GLO518,29.319120914764618,79.2347124800562,4926,3.102746053800574,22,-5.210501321258289,1294,46,No,Yes,Ice-Cored,No,Medium
GLO519,29.0154512642352,78.70961489248059,4995,1.8159306432324387,37,-6.512492052633128,1362,39,Yes,Yes,Rock-Cored,Yes,High
GLO520,31.1151658388083,80.77801464881553,5180,4.670834698010916,29,-8.620611529501767,1581,21,No,No,Ice-Cored,Yes,High
GLO521,30.794213372776262,79.42051670892629,5014,3.310832402520581,37,2.901599816168183,1191,47,No,Yes,Rock-Cored,No,Very High
GLO522,29.864506926564435,80.6496380105466,4704,1.7386164809203182,46,1.3109953445226346,1076,21,Yes,Yes,Ice-Cored,No,Medium
GLO523,30.460378786470347,78.81114939976945,4920,1.5912083993330617,33,-4.947969829972409,1458,48,Yes,No,Rock-Cored,Yes,Medium
GLO524,31.453291034381856,79.91875576114425,4913,1.3065407554711377,29,0.778314714020242,1043,47,No,No,Ice-Cored,No,Low
GLO525,29.351871223630184,78.49327212772867,5047,2.913108791784289,25,-1.903169691808797,832,39,Yes,No,Ice-Cored,No,High
GLO526,29.072810374390755,78.53118376185337,4858,2.706631915709475,40,-1.347538668279645,1126,22,Yes,No,Ice-Cored,No,Very High
GLO527,30.711054881866147,78.21947435294324,4952,3.7633469418187935,26,-0.8096922186223168,1522,26,Yes,No,Ice-Cored,No,High
GLO528,30.363429709884336,79.99491530101655,4891,0.6118116386991399,31,-3.0605237243892294,914,48,No,No,Ice-Cored,No,Low
GLO529,31.95536041871112,79.65807606796169,4992,3.956216179551205,18,1.590250411434841,1327,29,No,Yes,Ice-Cored,No,Medium
GLO530,30.51622684926693,78.42284648299174,4700,3.282957223822504,45,-9.97469240019365,871,38,No,Yes,Rock-Cored,Yes,Low
GLO531,30.976471977328934,79.91929679595643,5023,2.9561463052762917,48,0.3603016422533791,1221,29,Yes,No,Ice-Cored,Yes,Medium
GLO532,31.234924446632693,79.034529592328,5151,4.225051074952722,31,-4.293594851886679,817,25,No,No,Ice-Cored,Yes,Low
GLO533,31.58996793154188,80.24731252497244,5116,4.040174302374886,38,-6.5194158498411205,896,21,Yes,No,Ice-Cored,Yes,Very High
GLO534,29.77514001869188,79.8195364844446,4918,4.082836735929419,43,-0.6437181457885579,1019,39,Yes,Yes,Rock-Cored,Yes,Low
GLO535,29.289888338010115,78.03273731720242,5087,1.7040994269384984,29,-8.148080455354378,1469,47,Yes,No,Ice-Cored,Yes,Low
GLO536,29.745461842373835,78.96753265194853,4758,3.7549886440355658,27,3.5492043587111493,1370,36,No,No,Ice-Cored,No,High
GLO537,31.58077433328185,79.69097964844075,5059,2.1688121799132,28,4.800033857162568,1417,47,No,No,Rock-Cored,No,Medium
GLO538,29.31862833985257,80.82758708909529,5099,1.6523886123744986,10,-9.950041026440228,1509,31,Yes,Yes,Ice-Cored,No,Medium
GLO539,30.10537233154708,79.85159059909543,4963,4.167182799904673,12,0.7703354574751469,1253,42,No,No,Rock-Cored,Yes,Medium
GLO540,31.81156463994377,78.78371788312275,5135,1.1657383486418955,26,-0.4325891350017627,902,37,No,Yes,Rock-Cored,Yes,Low
GLO541,29.848636589604627,80.42353282490221,5176,3.330073666299952,26,0.846016303002834,855,29,No,No,Rock-Cored,Yes,Very High
GLO542,29.644893869371437,79.43541220819047,5076,1.2584000939069926,20,-6.758436791297958,1519,49,Yes,No,Ice-Cored,Yes,Medium
GLO543,31.79083462689827,79.92902349877463,4948,3.5493462794931827,37,-9.302545864879177,959,41,Yes,No,Rock-Cored,No,Very High
GLO544,31.97113368979175,80.59312458296648,5094,4.689087507394266,12,3.67230988362968,1194,35,No,Yes,Rock-Cored,Yes,Medium
GLO545,31.08798325351453,79.70048286293381,5108,1.7115546379189674,41,1.7774503440413163,1429,42,No,Yes,Ice-Cored,Yes,Very High
GLO546,29.213975315124657,79.2649599989175,4730,1.5318887654414426,43,-3.5484679928966854,1046,30,No,No,Ice-Cored,No,High
GLO547,31.30944871416726,78.89656800004549,5044,3.4141275745704585,47,4.229055028494532,1228,47,Yes,Yes,Ice-Cored,Yes,Very High
GLO548,31.667529857841394,78.95281109074213,5197,0.5578293032115966,28,4.938531616788078,1545,49,Yes,No,Ice-Cored,No,High
GLO549,29.87763798615365,80.48145513668307,5164,4.938651703305951,29,-1.0431864329347371,828,37,Yes,Yes,Ice-Cored,No,High
GLO550,29.057385810681843,78.40683574592471,4826,3.4523022930500176,31,-9.399203299466448,805,43,Yes,No,Ice-Cored,No,Very High
GLO551,29.48340125886037,79.34968869100156,4736,0.7877049255612691,18,-5.8350565668821774,1415,21,Yes,Yes,Rock-Cored,Yes,High
GLO552,31.023063701964876,79.19419023285965,4951,2.686457615926497,26,-5.946530371474494,993,42,No,No,Ice-Cored,Yes,Medium
GLO553,31.6067231778498,79.75347866801712,4798,3.4523740022793934,37,-2.3403959356983446,1368,29,No,No,Ice-Cored,Yes,Very High
GLO554,31.47467680210216,79.83431668814436,5036,0.8584700523143236,12,-3.3798608917836823,910,23,No,Yes,Rock-Cored,No,Very High
GLO555,31.680727677654907,78.97901130722512,5025,2.8452057584890103,18,2.0627316809096854,1492,46,No,Yes,Rock-Cored,No,Very High
GLO556,29.537218049819117,78.22624696083949,5125,3.489885617226751,34,-1.845637263062411,1102,38,No,Yes,Ice-Cored,No,High
GLO557,30.642712319683778,80.61052440090154,4807,1.0215099142043655,35,4.694526236567242,974,42,Yes,No,Rock-Cored,Yes,Medium
GLO558,30.9742353182798,79.05368789328524,4721,4.12421166739478,30,2.3573041384025952,1183,22,No,Yes,Ice-Cored,Yes,High
GLO559,29.77540658114552,78.14854169069572,4773,1.608912110703563,29,4.306129750307076,863,41,No,No,Ice-Cored,Yes,Low
GLO560,31.81148199532715,80.14941790732702,4739,3.294719917315273,18,-7.577341028639698,1201,40,Yes,No,Ice-Cored,Yes,Very High
GLO561,29.81078901720542,80.12403400853346,5025,2.354327097883329,32,-8.683507907598688,1483,44,No,Yes,Ice-Cored,Yes,Very High
GLO562,31.30397322812296,78.15432593273582,5091,1.444977422147761,29,-6.030323998407503,1461,22,Yes,Yes,Ice-Cored,Yes,Low
GLO563,30.23997492239695,79.12066653595531,4890,4.216732578659946,32,-0.976428097497493,1401,49,No,Yes,Ice-Cored,Yes,Very High
GLO564,31.75584939379446,80.04841379262558,4977,0.897022009084189,43,-0.3392982905066173,1096,47,No,No,Rock-Cored,No,Very High
GLO565,30.19070674952067,80.93497066862464,4907,0.5113227929733788,32,3.8336791125141545,1099,32,Yes,Yes,Ice-Cored,No,High
GLO566,30.61721451204721,80.57117710120312,5112,1.7738409653099263,11,-0.7099264817319177,1112,36,Yes,No,Ice-Cored,No,High
GLO567,29.54763333860588,80.62107405066227,5105,4.693518501773156,10,-4.859703447370895,1174,35,No,No,Rock-Cored,Yes,High
GLO568,30.006354132946644,80.24446829116849,4836,1.0804699420186046,41,0.1604830697184915,875,20,Yes,Yes,Rock-Cored,No,High
GLO569,29.66313263211377,80.75753087312567,5098,2.229542325761068,46,0.8825767569992955,1440,42,Yes,Yes,Rock-Cored,Yes,Medium
GLO570,31.171777947220512,80.78759585578788,5154,1.123083696332759,12,3.885870833602244,961,34,No,Yes,Ice-Cored,No,Very High
GLO571,29.83674244128317,79.86068930523032,5178,0.6867261599764182,36,-3.4334203674526043,1383,21,Yes,Yes,Rock-Cored,Yes,High
GLO572,30.732309483498582,80.1733382855827,5119,1.8792209817265733,18,-7.1313842274208525,1363,38,No,No,Ice-Cored,Yes,Medium
GLO573,31.43115419008017,78.46687365577264,5186,3.2862540080633944,30,-8.220672504851137,1172,40,Yes,Yes,Ice-Cored,No,Medium
GLO574,29.85281647391199,79.49628759016181,4969,3.051207654109083,44,-3.3440263859669166,1354,27,No,No,Ice-Cored,No,Very High
GLO575,29.058372207639337,80.81226311761999,4799,1.5695457171636873,27,-9.527350602853964,1119,27,Yes,Yes,Ice-Cored,No,Medium
GLO576,30.931076650471752,79.15457337887341,5025,3.44700212882314,33,-2.515522098876564,1467,27,No,Yes,Ice-Cored,No,Medium
GLO577,31.785716625689584,79.11007175338604,4879,1.840521102019569,34,-3.453212427998931,1432,25,No,Yes,Rock-Cored,Yes,Medium
GLO578,29.24207206033078,79.27067354878992,4940,1.0278626077255133,46,-1.471842177121525,1057,41,No,No,Rock-Cored,Yes,Low
GLO579,31.844729411507814,79.30672001728297,5101,4.017062105485873,27,-4.548029257069931,1280,33,Yes,Yes,Ice-Cored,No,Medium
GLO580,30.332132938589137,79.04209603123734,5064,0.8948502017433508,15,-6.553730134167727,1016,35,No,No,Rock-Cored,Yes,Very High
GLO581,30.078310658085694,79.9807730742337,4843,1.1020818402052217,14,0.6269290608048426,907,36,No,No,Ice-Cored,No,Medium
GLO582,29.342074563528453,80.72948860229147,4714,4.438752596883188,40,-5.093974403672633,1233,41,No,No,Ice-Cored,No,Medium
GLO583,31.830931487830902,78.17290067906342,4971,2.8767068414610115,18,-2.0815516429771543,1282,43,Yes,No,Rock-Cored,No,Very High
GLO584,30.859272864921447,80.2057050500461,4795,2.6390658345822806,22,-2.374745460709292,1238,43,Yes,No,Rock-Cored,Yes,High
GLO585,30.19963411465406,80.50213366773424,4837,1.8272352804786205,10,-3.06883145729923,1160,25,No,No,Ice-Cored,Yes,Medium
GLO586,30.62096802581937,80.33491160763167,5130,4.651177169286576,33,-9.664451042750562,1358,46,No,Yes,Ice-Cored,Yes,Medium
GLO587,31.84465234292927,80.75418752710273,4738,4.225822496650385,36,-3.823956867719539,1156,25,Yes,No,Ice-Cored,Yes,Low
GLO588,31.18973092719577,79.3216069451501,4902,1.424967617098263,12,-6.790685606949154,1484,41,No,Yes,Ice-Cored,Yes,Low
GLO589,29.26912137529944,78.9081550142379,4817,0.679097272669956,21,-1.0022416929954383,1260,32,No,Yes,Ice-Cored,No,Medium
GLO590,31.00417257415456,80.88316473772502,4965,4.939019768548649,23,4.283246085220229,1420,44,Yes,Yes,Ice-Cored,No,High
GLO591,29.614128508475545,80.78638244499632,4897,3.7997600152466617,41,-0.5094809782274634,1170,24,Yes,Yes,Ice-Cored,Yes,Medium
GLO592,31.44298703905076,79.80478025764712,5182,4.002005079241908,39,-0.756239895967795,1458,39,Yes,Yes,Rock-Cored,No,Low
GLO593,30.49002750085883,79.02324419956288,4933,2.702417349400519,42,-0.4382634586271834,1286,47,Yes,No,Rock-Cored,Yes,Low
GLO594,29.46108602510125,78.23810530500582,4878,4.805141337849938,28,-0.3392455915234098,1441,28,No,No,Rock-Cored,Yes,Low
GLO595,31.739959477924,79.82469432812701,4980,4.528677686004013,36,4.240167927301757,1263,27,No,No,Rock-Cored,Yes,High
GLO596,31.44488645113529,80.11679188643997,5182,3.1189401628338222,20,-9.024305991883065,839,44,No,Yes,Ice-Cored,Yes,Low
GLO597,30.843432151274893,78.69000847943568,5047,3.192884528123639,17,-2.36054658501208,1040,35,No,No,Rock-Cored,No,Low
GLO598,30.549811908728746,80.85779247481516,5001,3.800975377907552,43,1.4781998379458603,1284,41,Yes,Yes,Rock-Cored,Yes,High
GLO599,30.167680126925838,79.41955635333892,4788,3.4399452006394293,44,1.6416374414289816,918,35,No,Yes,Rock-Cored,No,Low
GLO600,29.480357467957223,80.40392690908689,4806,2.8551137468236774,46,-7.589772604049901,813,26,No,Yes,Ice-Cored,Yes,Low
GLO601,29.2425702950972,79.94957607208188,4990,3.104752551833355,35,3.970821275981594,837,26,No,No,Rock-Cored,Yes,High
GLO602,30.00432214017809,78.55928931391192,5010,0.6093083161368148,12,-8.71310560125087,1422,28,No,No,Rock-Cored,No,High
GLO603,31.94099772105371,79.56787138941604,5162,3.0148841261150188,44,-7.853432313492591,1516,24,No,Yes,Ice-Cored,Yes,Medium
GLO604,31.43052922212394,80.4854172039581,5120,4.45560847660983,23,-0.1344466390120082,921,28,No,Yes,Ice-Cored,No,Medium
